"eword","hword","egrammar"
"get tough 
with","सख्ती बरतना","Verb"
"get tough with","सख्ती बरतना","Verb"
"get trouble","परेशान करना","Verb"
"get trouble","परेशान 
करना","Verb"
"get two bites at the 
cherry","दूसरा अवसर मिलना","Verb"
"get two bites at the cherry","दूसरा अवसर मिलना","Verb"
"get two bites at the cherry","दूसरा प्रयासअना","Verb"
"get typecast as","की भूमिका मिलना","Verb"
"get under 
skin","क्रोधित करना","Verb"
"get under 
skin","बहुत ही आकर्षित करना","Verb"
"get under control","नियन्ट्रण में रखना","Verb"
"get under skin","क्रोधित करना","Verb"
"get under skin","बहुत ही आकर्षित करना","Verb"
"get undivided attention","पूरा ध्यान देना","Verb"
"get up","उठना","PhrasalVerb"
"get up","विकसित करना","Verb"
"get up","पहनावा","Verb"
"get up","प्रबन्ध करना","PhrasalVerb"
"get up","कपड़े","Verb"
"get up","उठना{नींद से}","PhrasalVerb"
"get up 
nose","चिढाना","Verb"
"get up and go","शक्ति","Noun"
"get up nose","चिढाना","Verb"
"get up on the wrong side of the 
bed","सुबह से ही मिज़ाज बिगड़ा होना","Verb"
"get up on the wrong side of the bed","सुबह से ही मिज़ाज बिगड़ा होना","Verb"
"get up steam","धीरे धीरे गति बढाना","Verb"
"get up steam","जोर पकड़ना","Verb"
"get up with the lark","सुबह जल्दी उठना","Verb"
"get up with the lark","सुबह जल्दी 
उठना","Verb"
"get weaving","तुरंत जुटना","Verb"
"get what for","सख्त दण्ड पाना","Verb"
"get wind of","खाबर लगना","Verb"
"get wires crossed","दुविधा में होना","Verb"
"get wise","समझ में आना","Verb"
"get wise to","से सतर्क होना","Verb"
"get work done","करवाना","Verb"
"get wrong","ग़लत समझना","Verb"
"get/have a chip on shoulder","बात बात पर 
बिगड़ना","Verb"
"get/have a chip on shoulder","बात बात पर बिगड़ना","Verb"
"getaway","पलायन","Noun"
"getaway","छुट्टी","Noun"
"getaway","सैरगाह","Noun"
"getaway","कोई अपराध करके भाग जाना","Verb"
"getaway","अवकाश स्थल","Noun"
"getter","हासिल करने वाला","Noun"
"getting","मिलना","Verb"
"getting rid (of)","छुट्कारा पाना","Verb"
"getup","पहनावा","Noun"
"geum","छोटा सा पौधा जिसमें लाल और पीले फूल होते हैं","Noun"
"geyser","पानी गर्म करने का साधन","Noun"
"geyser","उष्णोत्स","Noun"
"ghastly","विवर्ण","Adjective"
"ghastly","विकट","Adjective"
"ghastly","भयंकर","Adjective"
"ghastly","बेकार","Adjective"
"ghastly","खराब","Adjective"
"ghee","घी","Noun"
"ghee","घृत","Noun"
"gherkin","सिरकायुक्त 
ककड़ी","Noun"
"gherkin","खीरा","Noun"
"gherkin","सिरकायुक्त ककड़ी","Noun"
"ghetto","बस्ती","Noun"
"ghetto","यहूदी बस्ती","Noun"
"ghetto","अल्पसंख्यकों की अविकसित जगह","Noun"
"ghetto","यहूदी 
बस्ती","Noun"
"ghetto blaster","गेटो ब्लास्टर","Noun"
"ghetto blaster","भोंपू{विशाल टेप रिकार्ड़र जो सार्वजनिक स्थलों में बजाया जाता है}","Noun"
"ghetto blasters","बहुत तेज आवाज़ करने वाले छोटे साउंड","noun"
"ghillie","चाकर","Noun"
"ghost","भूत","Noun"
"ghost","प्रेतात्मा","Noun"
"ghost","फीकी","Noun"
"ghost","गूढ 
लेखन करना","Verb"
"ghost","गूढ लेखन करना","Verb"
"ghost","भूतलेखन करना","Verb"
"ghost 
town","सुनसान शहर","Noun"
"ghost banglow","भुत बंगला","Noun"
"ghost story","भूत कथा","Noun"
"ghost town","सुनसान शहर","Noun"
"ghost word(s)","भ्रांतिज शब्द","Noun"
"ghost writer","भूतलेखक","Noun"
"ghostly","प्रेतरूपी","Adjective"
"ghostwrite","भूतलेखन करना","Verb"
"ghoul","राक्षस","Noun"
"ghoul","मौत आदि में विशेष रूचि रखने वाला","Noun"
"giant","दैत्य","Noun"
"giant","विशाल","Noun"
"giant","देव","Noun"
"giant","बहुत बड़ा","Noun"
"giant","दानव","Noun"
"giant 
panda","पण्डक","Noun"
"giant killer","जायन्ट किलर","Noun"
"giant killer","जायन्ट 
किलर","Noun"
"giant lizard","विशालकाय छिपकली","Noun"
"giant panda","पण्डक","Noun"
"giants","महाकाय","Noun"
"gibber","जलदी जल्दी बोलना","Verb"
"gibberish","बेमतलब शब्द","Noun"
"gibberish","समझ में ना आने वाला भाषण","adjective"
"gibbet","फाँसी","Noun"
"gibbon","लंगूर","Noun"
"gibbosity","उभार","Noun"
"gibbousness","उभार","Noun"
"gibe","हँसी उड़ाना","Verb"
"gibe","मेल खाना","Verb"
"gibe","ताना","Verb"
"gibraltar fever","जिबराल्टर ज्वर","Noun"
"giddily","लड़खड़ाता हुआ","Adverb"
"giddiness","चक्कर","Noun"
